FID_1,FREQUENCY,AGG,AGGLAT,AGGLONG,ERA,SLOPE,REGION,Rowid,X,Y,SRTMv4,H_BIO_1,C_BIO_1,H_BIO_12,C_BIO_12,H_BIO_5,C_BIO_5,H_BIO_6,C_BIO_6,nr_elv_b1,nr_elv_b12,nr_elv_b5,nr_elv_b6
201,1,SSHistoricMtGould,36.78039,-118.37854,H,W,SS,202,144511.4987,-136156.9345,3939.965332,-155,-80,103556.4531,106927.1563,1220.898559,1332.225463,-1530.065429,-1400.952148,210.7324007,654.0234551,546.6471119,479.0783514
202,3,SSHistoricOlanchaPeakwestslope,36.259758,-118.123273,H,W,SS,203,168404.3219,-193586.6425,3286.684082,94,165,50748.67188,50419.54297,1643.337158,1726.277221,-1270.998168,-1164.425415,857.4441944,561.5270514,321.7774266,1218.03692
203,7,SSHistoricOnionValley,36.774383,-118.331046,H,W,SS,204,148755.6567,-136751.036,2690.016357,436,510,54933.05859,60454.34766,2160.842041,2278.53125,-1109.465209,-946.376892,2631.717626,1724.237303,2445.726946,2885.123596
204,4,SSHistoricOnyx,35.685739,-118.21827,H,E,SS,205,161079.5332,-257516.7812,865.934692,1609,1656,30723.77344,31870.80078,3552.024414,3581.382812,-14.723078,47.917652,3221.592176,1953.434802,3205.820144,3387.641441
205,1,SSHistoricPiutePassofftrapline,37.231039,-118.68916,H,W,SS,206,116137.3445,-86498.4809,3600.783691,-47,-10,98607.88281,96506.125,1502.204956,1508.569824,-1409.535644,-1283.368286,3479.262613,2297.572072,3470.041873,3491.991449
206,4,SSHistoricRedrocksMeadow,36.270108,-118.271385,H,W,SS,207,155094.4464,-192689.4105,2661.955078,304,354,62414.53906,72298.0625,2086.180419,2142.761474,-1189.721313,-1120.528198,2278.20027,1826.281152,2337.554656,2049.29793
207,1,SSHistoricRockCreek,36.496066,-118.326482,H,W,SS,208,149708.3836,-167671.4385,2953.58789,164,229,56144.76172,54281.84375,1924.977783,1979.123291,-1352.718872,-1194.768432,1744.386312,548.3096745,1690.857914,1895.933694
208,2,SSHistoricSirrettaMeadows,35.942,-118.328,H,W,SS,209,150658.336,-229232.3434,2758.37207,517,569,69030.24219,78146.5625,2036.412597,2084.155761,-727.874267,-647.595275,3518.758559,1516.071493,3416.613063,3496.154815
209,5,SSHistoricSmithMeadowTroutCreek,35.96474,-118.22947,H,W,SS,210,159488.2949,-226545.0682,1860.368652,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604,3520.771171,1517.694382,3415.314865,3497.266877
210,4,SSHistoricTaylorMeadow,35.830658,-118.29175,H,W,SS,211,154147.2014,-241542.2964,2147.303222,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795,3292.246514,1583.48741,3027.026079,3481.829883
211,4,SSHistoricWalkerPass05westside,35.68775,-118.049302,H,E,SS,212,176348.5304,-256992.7467,1395.433349,1382,1442,26892.125,28197.61914,3409.179687,3447.571533,-38.129978,-8.068165,2985.029213,1609.441547,2784.027416,3235.687387
212,2,SSHistoricWalkerPass06westside,35.6692,-118.0371,H,E,SS,213,177494.1214,-259030.1934,1526.797729,1385,1470,26017.14063,27308.17383,3389.075683,3423.984375,-55.912044,68.263031,1054.4982,1624.955466,998.7363677,1151.380288
213,3,SSHistoricWalkerPass07FreemanCanyoneastside,35.6501,-118.0109,H,E,SS,214,179907.3921,-261102.0765,1481.388427,1430,1517,25466.00586,26607.53906,3392.366943,3428.709228,16.540809,136.759429,3527.384234,2455.143629,3516.56326,3459.057632
214,3,SSHistoricWeldonFayCreeknorth,35.7412,-118.31,H,W,SS,215,152677.7099,-251508.4874,1261.483642,1404,1484,43960.67578,46158.26172,3258.651855,3304.17456,-8.634849,120.026718,3557.377758,2311.277027,3528.76317,3497.266877
215,5,SSHistoricWeldonsouth,35.666083,-118.28948,H,W,SS,216,154681.8552,-259818.5072,809.354003,1638,1699,27610.77734,27742.65234,3648.685058,3679.276367,-81.097114,-8.889328,3286.460189,1809.717049,3277.535522,3296.054505
216,4,SSHistoricWhitneyMeadow,36.434131,-118.2671,H,W,SS,217,155145.7156,-174457.9074,2968.678466,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276,2801.940198,1248.690647,2837.968989,2881.991011
217,3,SSModernAsterLake,36.60162,-118.6779,M,W,SS,218,118110.4461,-156438.2485,2780.194335,411,438,115184.3594,128611.8047,1844.68103,1876.766723,-929.573608,-841.858215,1768.805218,532.5582656,1715.002698,1898.327018
218,2,SSModernBakersfield,35.513862,-118.870948,M,W,SS,219,102304.735,-277513.4596,269.607086,1940,1933,22574.41797,24032,3765.643554,3716.187988,461.77893,469.984771,3146.434157,1514.551461,3162.620953,3209.080558
219,2,SSModernBakersfieldJackrabbitFlat,35.49501,-119.057261,M,W,SS,220,85444.31523,-279791.7701,238.418167,1858,1875,19595.5957,20943.36328,3751.273925,3649.216796,338.520568,406.184631,2111.616906,538.8219116,2061.421763,2233.41036
220,2,SSModernBodfish0102,35.599554,-118.496725,M,W,SS,221,136059.7385,-267525.475,724.749633,1645,1687,27487.04297,28438.16406,3612.890625,3628.577148,-0.266604,60.853038,2111.616906,538.8219116,2061.421763,2233.41036
221,1,SSModernBodfish03ErskineCr,35.587765,-118.440047,M,W,SS,222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,2744.616734,2051.786421,2624.873651,3124.116854
222,1,SSModernBodfish04SandyFlatCampground,35.587765,-118.440047,M,W,SS,222,141210.6489,-268751.9522,932.073364,1439,1470,32719.11133,34359.16406,3302.20288,3318.513427,23.14204,4.536061,2078.191097,2094.47527,1950.321477,2275.173051
223,7,SSModernBroderMonacheMeadow,36.166048,-118.191906,M,W,SS,224,162445.057,-204117.5358,2402.62622,514,564,49455.29297,57110.53125,2322.627197,2402.97705,-1012.962524,-932.088378,3517.655856,2452.592076,3414.583333,3491.991449
224,4,SSModernBullfrogLake,36.770114,-118.404074,M,W,SS,225,142255.2581,-137337.5271,3237.175048,88,154,86487.78906,89185.92969,1586.434448,1695.813842,-1323.28479,-1196.179321,2536.900225,1371.540018,2458.915917,2585.635014
225,2,SSModernCannellMeadow,35.833444,-118.370749,M,W,SS,226,147014.0285,-241358.2978,2278.330566,719,793,74731.59375,85051.08594,2354.548828,2413.725097,-505.518371,-372.174591,2322.522287,1507.358363,2191.255511,2441.784782
226,2,SSModernCarrollCreek,36.510223,-118.102954,M,E,SS,227,169670.45,-165721.8805,1716.338134,1196,1298,19798.12109,21439.98828,3041.571044,3124.109619,-294.749603,-114.807815,3554.940567,2434.233679,3527.83656,3497.266877
227,1,SSModernCottonwoodLakes,36.49873,-118.20772,M,W,SS,228,160325.6093,-167181.2431,3397.723876,23,98,51009.94922,52523.90234,1573.572265,1663.590332,-1388.387451,-1251.370483,1574.806408,629.3528616,1465.239189,1203.386589
228,6,SSModernCrabtreeMeadowWhitneyCreek,36.552653,-118.357678,M,W,SS,229,146809.0432,-161432.3208,3151.039794,160,196,58428.49609,58767.51953,1873.948974,1928.622192,-1321.370849,-1211.306762,1864.466037,2102.513939,1798.76362,2041.165617
229,3,SSModernDunlapMillCreek,36.730162,-119.11864,M,W,SS,230,78605.71188,-142609.9717,576.617309,1600,1675,60865.20703,67827.99219,3504.255615,3522.225585,117.004821,269.165893,3199.245054,1727.656629,3188.254496,3166.937922
230,1,SSModernEvolutionValley1,37.2099,-118.689,M,W,SS,231,116184.0109,-88847.86349,3640.232666,-181,-141,106140.0703,102160.8516,1285.423461,1297.103271,-1545.199096,-1401.058227,3072.56809,1287.738309,3103.858813,3118.780674
231,1,SSModernEvolutionValley2,37.1717,-118.716,M,W,SS,232,113848.8824,-93126.49238,3012.147949,151,191,81481.74219,76976.17969,1713.466674,1710.755859,-1354.587036,-1205.911865,2901.928507,1540.368705,2782.195056,3239.044595
232,1,SSModernEvolutionValley3,37.188599,-118.702,M,W,SS,233,115064.4189,-91231.29439,3440.89624,-127,-81,91155.74219,86409.78906,1422.246337,1434.623413,-1513.269531,-1367.453735,3535.75,2148.523402,3481.603332,3497.266877
233,2,SSModernEvolutionValley4,37.1623,-118.691,M,W,SS,234,116079.8308,-94140.96886,3310.082763,-44,10,93885.90625,88836.16406,1462.668212,1462.426025,-1540.627563,-1359.620117,1023.306931,1502.973471,633.4686513,1184.848785
234,2,SSModernEvolutionValley5,37.0991,-118.597,M,W,SS,235,124518.8735,-101046.1319,2703.30371,404,442,55902.3125,57644.24219,2098.570312,2085.509521,-1126.425048,-969.470764,584.8871841,669.1621622,552.163661,693.2923077
235,2,SSModernEvolutionValley6,37.1027,-118.556,M,W,SS,236,128151.2951,-100591.3795,3452.817871,13,50,96433.77344,107105.3203,1427.791503,1439.161376,-1294.031982,-1166.09729,2937.742356,2117.932943,3339.946019,2812.928957
236,6,SSModernHorseCorralMeadow,36.746714,-118.766445,M,W,SS,237,109990.962,-140420.1122,2281.410156,472,506,83773.3125,97189.02344,2226.397216,2257.682861,-1080.952514,-979.955078,3144.073708,2870.152565,3340.290598,3177.947368
237,3,SSModernHumeLake,36.791984,-118.904039,M,W,SS,238,97664.82265,-135539.583,1586.465087,892,946,82881.53906,94450.78125,2732.150878,2762.713134,-608.465393,-427.126678,3557.377758,2596.454382,3529.23593,3497.266877
238,7,SSModernJackassMeadow,36.09292,-118.226927,M,W,SS,239,159451.0037,-212301.2178,2361.10913,586,664,40738.21484,46352.61328,2311.33374,2396.364746,-818.458435,-684.683105,3411.745495,1609.523146,3353.940117,3423.267568
239,1,SSModernKelsoCreekRoadsalvage,35.63622,-118.24572,M,W,SS,240,158699.9632,-263062.9496,861.411926,1589,1636,31116.56055,32642.92383,3547.89746,3574.032958,-57.348133,-16.534339,2758.908232,1511.832734,2638.934353,3099.511011
240,5,SSModernKingsRiverCanyon,36.791109,-118.600285,M,W,SS,241,124732.7456,-135280.5642,1513.96936,996,1071,89528.52344,100938.8438,2821.147216,2861.868896,-494.701446,-403.18457,992.2507879,707.958127,628.450361,1234.294912
241,3,SSModernLittleBrushMeadowOlanchaPeak,36.253244,-118.134183,M,W,SS,242,167439.7128,-194329.6797,2921.601806,325,388,46703,47273.20313,1889.250488,1972.239013,-1021.812377,-931.281921,3556.077893,2510.741224,3487.410626,3497.266877
242,2,SSModernLittleCottonwoodCreek0102,36.475353,-118.120386,M,W,SS,243,168188.3837,-169627.44,2876.071289,355,425,37290.86719,39474.01953,1918.918334,1998.828613,-1026.648559,-903.624145,2993.901124,1611.153846,2728.064299,3265.751802
243,1,SSModernLittleCottonwoodCreek03upcreekmeadow,36.479157,-118.128614,M,W,SS,244,167443.8967,-169219.3328,2996.871582,267,338,39452.39063,41492.08594,1824.891967,1905.013183,-1119.529907,-996.875488,3284.25776,1517.968076,2952.313399,3493.758326
244,1,SSModernLittleCottonwoodCreekcamp,36.45175,-118.17046,M,W,SS,245,163758.9574,-172337.6792,3071.753906,253,318,44166.60547,43475.47656,1842.070312,1922.470092,-1198.555908,-1075.176635,2631.717626,1754.382366,2799.649888,2441.071589
245,2,SSModernMillCreek,35.535328,-118.61732,M,W,SS,246,125249.7592,-274824.9581,741.362426,1682,1697,39224.24609,42424.83203,3646.935546,3645.92456,119.994926,127.458198,1951.747752,702.8500675,1740.955915,2266.113114
246,3,SSModernMinkler010203,36.750489,-119.440385,M,W,SS,247,49897.80052,-140568.8306,133.22293,1717,1787,31421.41406,34961.1875,3856.254394,3763.78833,183.00418,319.28601,2192.870387,1757.455691,2182.832659,1986.547951
247,1,SSModernMinkler04JesseMorrowMt,36.712887,-119.416629,M,W,SS,248,52041.63409,-144735.2509,134.738555,1710,1777,35249.57422,39160.50781,3829.277832,3735.127441,189.772201,294.117706,1325.036052,605.1904548,1115.843764,1264.396668
248,1,SSModernMooseLake,36.603901,-118.641,M,W,SS,249,121403.0374,-156138.1547,3268.674804,189,217,126916.7813,144539.6094,1620.989624,1658.500488,-1192.814697,-1111.913208,1322.800811,588.8851351,1145.190455,1291.065766
249,1,SSModernOlanchaCreek,36.27383,-118.02917,M,E,SS,250,176814.7172,-191851.9103,1220.9104,1474,1544,16225.2998,16941.6875,3502.062255,3589.343994,-269.053924,-214.993957,1283.206959,574.3713384,1139.761369,1201.806931
250,2,SSModernOnionValley,36.77509,-118.334185,M,W,SS,251,148474.5246,-136677.3881,2754.865234,360,437,59959.46094,66457.1875,2049.855468,2164.07666,-1153.149047,-1001.769958,1306.572653,1672.320899,1270.918468,1226.628095
251,2,SSModernOnyx0103CanebrakeER,35.728478,-118.171663,M,E,SS,252,165200.998,-252689.628,864.857116,1634,1691,28934.52344,30362.70898,3678.806152,3736.395996,-80.963943,-26.112857,890.2106211,559.9449955,286.1874718,1308.393583
252,2,SSModernOnyx0204ScodieCanyon,35.67941,-118.214406,M,E,SS,253,161442.0599,-258213.1532,895.828613,1578,1617,32181.76367,33775.4375,3505.464599,3535.22998,-35.749813,3.576188,3298.139451,1656.85618,2848.093975,3497.266877
253,3,SSModernRockyBasinLakes,36.444488,-118.318132,M,W,SS,254,150556.9476,-173389.3715,3292.232421,121,170,58431.90234,58222.81641,1744.16333,1798.970703,-1313.842773,-1198.068359,2801.940198,2782.464656,3071.963129,2752.253261
254,8,SSModernSirrettaMeadows,35.944708,-118.327436,M,W,SS,255,150703.843,-228930.6228,2755.8479,521,572,67736.60938,76812.67188,2051.300537,2098.160156,-743.499206,-668.757568,254.4789498,495.8004515,533.7452575,415.7849753
255,5,SSModernSmithMeadowTroutCreek,35.965359,-118.226692,M,W,SS,256,159737.2182,-226471.6289,1855.632324,962,1008,30620.12109,33120.92969,2889.510009,2962.052001,-599.494506,-556.719604,235.9234255,619.2214189,524.2503389,341.0688879
256,7,SSModernTaylorMeadow,35.830001,-118.295724,M,W,SS,257,153789.9532,-241621.7291,2169.803466,814,850,69148.78906,78127.75781,2533.720947,2586.071533,-433.642456,-392.108795,857.4441944,561.5270514,321.7774266,1218.03692
257,2,SSModernWalkerPass01FreemanCanyoneastside,35.65561,-118.013813,M,E,SS,258,179631.1395,-260495.6578,1506.406127,1422,1516,25895.05469,27108.45117,3395.660888,3430.004882,-1.499393,123.392677,1269.812924,936.8153985,1234.005861,1197.07339
258,1,SSModernWalkerPass02eastside,35.663848,-118.026011,M,E,SS,259,178509.0647,-259603.7765,1624.62268,1372,1447,26294.21875,27656.75586,3360.282714,3393.189697,-23.067138,79.420387,1269.812924,936.8153985,1234.005861,1197.07339
259,2,SSModernWalkerPass03westside,35.666378,-118.040982,M,E,SS,260,177149.6231,-259350.8709,1511.959716,1396,1486,26008.10938,27277.90234,3389.108398,3424.230224,-16.560758,92.202621,2634.398381,1698.77573,2445.99955,2909.897528
260,1,SSModernWalkerPass04westside,35.725013,-118.075586,M,E,SS,261,173888.7101,-252902.667,1226.395507,1502,1547,31422.94531,33227.32813,3530.671142,3571.281005,-14.175424,22.875314,3422.425225,2123.356886,3421.822523,3482.80378
261,7,SSModernWeldon01050709FRRFayCreeknorth,35.716316,-118.305222,M,W,SS,262,153158.7268,-254264.7074,1041.318847,1469,1513,37195.20703,38396.40625,3400.718017,3441.51416,-14.5167,-0.739558,2336.772625,1827.327935,2406.830859,2117.74955
262,4,SSModernWeldon02030608south,35.678534,-118.295301,M,W,SS,263,154130.6564,-258445.0785,809.834655,1632,1692,27952.30273,28087.35156,3655.131591,3687.369384,-67.167213,-24.872812,1574.806408,610.437613,1527.161189,1707.991885
263,7,SSModernWhitneyMeadow,36.431487,-118.274824,M,W,SS,264,154459.6175,-174764.3029,2956.859619,157,243,50025.86719,48526.01172,1999.484497,2060.280761,-1447.557983,-1311.733276,3516.14955,1591.316854,3435.238288,3497.010351
264,4,Sweetwater1,37.588966,-119.881282,H,W,YO,265,10469.67374,-47506.54922,1067.792114,1291,1316,95871.61719,104917.3047,3236.791503,3203.908447,-194.926803,-3.674052,3292.246514,1583.48741,3027.026079,3481.829883
265,1,TC1,37.81096,-119.71286,M,W,YO,266,25246.33739,-22796.61703,2142.998779,721,815,111413.1875,127917.2891,2435.171386,2398.457763,-770.468994,-512.280151,1006.98199,1599.068826,856.2823636,1120.972097
266,3,TenLakes1,37.903892,-119.525521,H,W,YO,267,41665.27758,-12399.62651,2727.016845,339,414,120285.1719,142732.0938,2047.015625,2020.185302,-1182.17749,-994.265197,3557.377758,2627.406025,3529.23593,3497.266877
267,1,TF1,37.75456,-119.74298,M,W,YO,268,22615.20592,-29073.99941,2015.03247,846,921,94488.83594,108349.0078,2436.940917,2403.688476,-498.995208,-285.603271,3310.716149,2041.570594,3268.485612,3494.0027
268,2,TL1,37.90404,-119.533565,M,W,YO,269,40958.85623,-12386.67906,2864.884033,301,375,119223.1094,140907.0313,2012.623046,1989.346801,-1221.454956,-1037.166992,3557.377758,2212.201893,3518.189104,3497.266877
269,1,TP1,37.90811,-119.26396,M,W,YO,270,64629.01075,-11784.1115,3148.209228,189,281,89233.3125,74912.71094,1875.687377,1885.910034,-1266.052001,-1026.192016,3555.407024,2347.483566,3505.128771,3497.266877
270,3,TuolumneMeadows1,37.87941,-119.39498,H,W,YO,271,53145.35244,-15055.90057,2631.701904,303,358,80079.50781,88010.47656,2148.794921,2144.056884,-1309.754394,-1124.735229,2815.433903,1515.427608,2713.367806,3133.926742
271,1,TuolumneMeadows2,37.8785,-119.3665,H,W,YO,272,55647.64068,-15140.72011,2621.752441,255,317,73277.67188,78695.5625,2151.55664,2146.068359,-1400.133789,-1240.614013,3527.384234,2455.143629,3516.56326,3459.057632
272,6,V1,37.792494,-119.348524,M,W,YO,273,57292.32273,-24690.81273,3053.6875,198,278,98716.78906,114114.9766,1968.274291,1952.759521,-1330.852172,-1106.196411,2696.698605,2093.541817,2567.100765,3037.756404
273,7,V2,37.79766,-119.335133,M,W,YO,274,58465.88894,-24108.36395,3179.400634,154,243,106109.5469,120796.7656,1927.890502,1912.882812,-1354.335693,-1117.433837,2063.034622,2087.256295,1940.300315,2275.164038
274,3,Vogelsang1,37.790895,-119.34256,H,W,YO,275,57818.02476,-24864.94371,3246.115966,190,280,102964.3359,117821.4219,1903.452392,1887.956054,-1321.180419,-1086.425048,2536.900225,1371.540018,2458.915917,2585.635014
275,2,WalkerLake1,37.87338,-119.171,H,E,YO,276,72824.91184,-15577.42119,2437.754638,401,471,62556.49609,59183.09766,2315.776123,2325.455078,-1203.503295,-1020.30017,1027.90459,738.2233228,650.405954,1292.492114
276,1,WarrenFork1,37.95505,-119.2283,H,E,YO,277,67717.59075,-6541.214569,2772.909912,268,367,68433.84375,60107.72656,1964.956542,1986.936767,-1182.499267,-953.48291,1907.671165,2161.09811,1835.266547,2101.211521
277,2,WB1,37.90766,-119.12214,M,E,YO,278,77081.63067,-11728.14652,2156.929931,651,751,45223.93359,46187.77734,2681.116943,2700.642822,-1028.372436,-811.719665,2953.233258,1799.714607,3001.852968,2925.497978
278,2,WC1,37.89667,-119.13013,M,E,YO,279,76391.29769,-12956.28585,2227.444091,662,766,44572.57031,45573.78125,2701.408203,2718.365478,-1032.164794,-827.06903,2898.48741,1225.36196,2962.260342,2933.051685
279,2,WF1,37.954035,-119.22714,M,W,YO,280,67820.29798,-6653.215984,2772.148681,298,387,64419.36328,56942.23828,2040.688598,2061.716796,-1162.15747,-942.54663,3072.56809,1287.738309,3103.858813,3118.780674
280,3,WF2,37.95899,-119.26701,M,W,YO,281,64317.48214,-6130.185553,3040.255371,171,283,89125.5,74277.96094,1834.121826,1852.644409,-1213.051879,-968.284057,3104.02427,1682.620225,3075.708183,3284.516216
281,6,WilliamsButte1,37.90891,-119.1053,H,E,YO,282,78558.91215,-11575.37157,2090.315673,716,834,39594.86328,41195.67188,2769.51831,2791.39331,-1035.835083,-796.212707,727.3070689,1270.494155,290.0121676,1107.638327
282,2,WL1,37.873067,-119.16297,M,W,YO,283,73530.59883,-15606.01722,2445.318847,429,501,59515.98828,56778.84375,2379.479003,2385.887695,-1189.151245,-1005.923828,453.2759711,765.3596215,577.9741965,609.8809955
283,4,WW1,37.85844,-119.651202,M,W,YO,284,30647.83771,-17500.2679,2444.234619,580,649,121466.1797,139132.7813,2409.559326,2369.260986,-991.246215,-795.9151,535.7696477,1135.604944,560.1217313,540.8401992
284,4,WW2,37.849072,-119.622823,M,W,YO,285,33145.45418,-18532.12452,2531.191162,551,619,117957.6172,136599.6094,2347.263183,2312.727294,-1013.781372,-819.971984,3234.336331,2905.722322,3383.278829,3272.481982
285,1,WW3,37.83879,-119.59254,M,W,YO,286,35811.46111,-19664.12025,2382.757812,618,705,111321.8438,129211.0469,2393.820556,2359.798828,-935.276367,-700.598022,1219.543193,691.8155996,865.1271989,1661.671023
286,2,YC1,37.850383,-119.576373,M,W,YO,287,37226.55828,-18369.14753,2278.606689,638,740,110611.8984,129461.6953,2395.388916,2363.631347,-921.145812,-661.555541,2890.213129,1614.681205,2781.116404,3191.531053
287,10,YosemiteValley1,37.749845,-119.590549,H,W,YO,288,36029.14512,-29551.00483,1222.915405,999,1080,88619.78125,99678.85938,2921.308349,2884.434814,-533.912414,-298.38208,906.9851485,628.2086525,239.0955385,1307.539539
288,9,YosemiteValley2,37.737319,-119.602468,H,W,YO,289,34986.22495,-30947.92913,1206.646972,1143,1224,86241.40625,96618.11719,3177.998046,3143.524658,-458.309448,-220.364334,1050.266427,848.1437584,851.0270636,1259.9086
289,1,YosemiteValley3,37.739314,-119.572044,H,W,YO,290,37662.69277,-30714.49762,1212.533081,1134,1212,85211.57031,95560.78906,3160.210693,3120.664062,-470.472412,-214.3945,3365.577858,1583.506295,3228.909622,3476.544554
290,3,YosemiteValley4,37.7458,-119.6054,H,W,YO,291,34724.26958,-30006.21121,1411.985351,1046,1123,87626.3125,98428.46094,2964.531494,2926.884521,-477.68161,-247.946746,2623.946493,1713.248763,2779.150112,2466.719622
291,1,YoungLakes1,37.9378,-119.340629,H,W,YO,292,57874.26106,-8533.18778,3046.679443,191,258,99802.53125,105204.2344,1967.750488,1970.963745,-1331.948486,-1144.927246,1951.747752,702.8500675,1740.955915,2266.113114
292,1,YV1,37.71515,-119.665,M,W,YO,293,29491.78351,-33433.62493,1190.879882,1196,1266,88156.46875,98677.50781,3218.88916,3181.731445,-376.324188,-125.652023,2192.870387,1757.455691,2182.832659,1986.547951
293,1,YV2,37.72193,-119.63632,M,W,YO,294,32013.6325,-32670.61859,1205.38208,1166,1248,87129.09375,98026.54688,3206.558837,3168.870117,-431.482452,-172.811264,1290.83371,587.9441441,1135.836036,1218.555155
294,6,YV3,37.732423,-119.607703,M,W,YO,295,34527.76967,-31494.11511,1206.646972,1144,1224,86207.77344,96665.03125,3189.4375,3153.274902,-460.672241,-221.398788,1333.242793,595.0594059,1177.277477,1242.5027
295,4,YV4,37.742763,-119.58765,M,W,YO,296,36287.65366,-30337.17393,1208.70874,1150,1235,85908.77344,96147.01563,3245.48291,3205.028564,-478.674224,-237.185516,1312.764653,590.1387387,1145.190455,1234.373087
296,1,YV5,37.74053,-119.57217,M,W,YO,297,37650.99441,-30579.37045,1208.789794,1134,1212,85211.57031,95560.78906,3160.210693,3120.664062,-470.472412,-214.3945,1174.968369,765.8512844,728.4121896,1233.289059
297,1,YV6,37.73267,-119.55807,M,W,YO,298,38895.88567,-31447.4387,1226.691894,1115,1195,86798.86719,97426.11719,3147.343017,3107.548095,-486.125793,-273.356201,1226.221619,1219.292716,1128.837911,1234.216119
298,2,YV7,37.753365,-119.54557,M,W,YO,299,39984.9893,-29141.67132,1255.54895,1099,1158,89308.9375,100565.2422,3051.22998,3010.626464,-465.929168,-298.371002,916.480198,564.8155165,267.4885083,1289.341761
299,1,YV8,37.75236,-119.58723,M,W,YO,300,36319.96828,-29270.15697,1321.365966,1040,1108,87660.10938,98230.60156,3040.938476,2996.66455,-517.030273,-291.200134,3298.139451,1656.85618,2848.093975,3497.266877
